brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price
HP,ELITEBOOK 820G3,12.5 Inches,Black,500 GB,Core i7,8 GB,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,,Integrated,Integrated Graphics,,,$248.98 
Lenovo,ThinkPad P16 G1,16 Inches,Storm Grey,2 TB,Core i7 Family,32 GB,Windows 11 Pro,"Fingerprint Reader, TrackPoint, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,2.5,"$2,119.00 "
LG,15ZB90Q-V.ARS5U1,15 Inches,,512 GB,Core i5,8 GB,Windows 11 Home,,Integrated,,3.3,,"$1,469.44 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Dell,Alienware m15 R5 Ryzen Edition Laptop,15.6 Inches,Dark Side of the Moon,1000 GB,AMD Ryzen 7,32 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3070,,,4.2,"$1,986.99 "
MSI,MSI Katana 15,15.6 Inches,Black,1 TB,Core i7,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4070,,4.4,"$1,349.49 "
Dell,Latitude 5000,14 Inches,Titan Gray,256 GB,Core i5,8 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,,$726.07 
MSI,CreatorPro M15 A11UIS-1292US,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Thin Bezel,Dedicated,,,,"$1,099.99 "
HP,HP Envy,14 Inches,,1 TB,Core i3,8 GB,Windows 10,"Backlit Keyboard,Fingerprint Reader",Integrated,Intel HD Graphics 520,,4.6,$587.99 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Dell,Dell Latitude,14 Inches,,320 GB,Core i3,2 GB,Windows 7 Home Premium,,Integrated,Intel HD 4000,2.4 GHz,3,$99.99 
HP,14-fq0013dx,14 Inches,,,AMD A Series,4 GB,Windows 10 S,,,,,4.3,$207.99 
Dell,Precision 3000,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11,Anti-glare Screen,RTX A500,NVIDIA RTX A500,,,"$1,910.11 "
HP,HP Laptop 15-dy2031nr,15.6 Inches,,,Core i3,8 GB,Windows 11,,Integrated,,,5,$479.99 
acer,CP311-2H-C3KA,11.6 Inches,Silver,64 GB,Celeron N,4 GB,Chrome OS,,Integrated,Intel,,4.5,$316.39 
HP,056-01-4094,11.6 Inches,,32 GB,MediaTek MT8183,4 GB,Chrome OS,Stereo Speakers,Integrated,MediaTek Integrated,,4.2,$168.00 
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
Lenovo,ThinkBook 14s Yoga G2 IAP,14 Inches,,512 GB,Core i7,16 GB,Windows 11,Information Not Available,Iris Xe Graphics,Intel Iris Xe Graphics,,5,"$1,209.00 "
Dell,Dell XPS 17 9720,17 Inches,Platinum Silver,1 TB,Intel Core i9,32 GB,Windows 11 Pro,"Fingerprint Reader, Backlit Keyboard, 32 GB RAM",Integrated,,,,"$2,999.00 "
Dell,Latitude 7000,14 Inches,Carbon Fiber,256 GB,Core i5,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,,$798.00 
dell,XPS,13.4 Inches,Evo i7-1260P,1 TB,Core i7,16 GB,Windows 11,Backlit Keyboard,Integrated,,,,"$1,355.84 "
ASUS,,15.6 Inches,,256 GB,Core i3,8 GB,Windows 11 Home,"Full,Nanoedge Bezel",Integrated,,3 GHz,,$499.99 
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Toughbook,CF-54F9001KM,14 Inches,,512 GB,Core i5,16 GB,Windows 10 Pro,Backlit Keyboard,Integrated,Intel HD Graphics 520,,,"$1,195.00 "
Microsoft,Surface Laptop,15 Inches,Matte Black,512 GB,Ryzen 7,16 GB,Windows 10 Home,,Integrated,AMD Radeon RX Vega 11,,4.1,"$1,299.00 "
Dell,M,15.6 Inches,Black,1 TB,AMD R Series,32 GB,Windows 11,,GeForce RTX 3070,NVIDIA GeForce RTX 3070,,3.5,"$1,962.99 "
HP,HP ProBook,14 Inches,,320 GB,Core i5,4 GB,Windows 7 Professional,,Integrated,Intel HD Graphics 3000,2.5 GHz,5,$124.00 
Panasonic,Panasonic Toughbook,12 Inches,SILVER BLACK,512,Intel Core i7,16 GB,Windows 10,Pen,Integrated,,,,"$1,773.99 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Dell,Precision 7770,17.3 Inches,,512 GB,Intel Core i7,64 GB,Windows 11 Pro,,Integrated,NVIDIA GeForce RTX A4500,4.8 GHz,,"$3,376.64 "
Dell,XPS 17 9700,17 Inches,Silver,1 TB,Core i9,32 GB,Windows 10 Home,,NVIDIA RTX 2060,NVIDIA GeForce RTX 2060,,4.1,"$4,999.00 "
MSI,Modern 14 C13M-621US,14 Inches,Urban Silver,1 TB,Core i7,16 GB,Windows 11 Home,,Integrated,Intel Iris,,5,$839.99 
Lenovo,ThinkPad P16 Gen 1,16 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,4.5,"$1,499.00 "
acer,C732-C6WU,11.6 Inches,Grey,32 GB,Celeron N3350,4 GB,Chrome OS,Memory Card Slot,Integrated,,,4.4,$334.99 
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
HP,16-f2013dx,16 Inches,,512 GB,Intel Core i7,16 GB,Windows 11 Home,Backlit Keyboard,Dedicated,Intel Iris Xe Graphics,,,"$1,400.00 "
Dell,Latitude 7000,16 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,,"$1,599.99 "
Lenovo,ThinkPad E15 Gen 4,15.6 Inches,,512 GB,Ryzen 5,16 GB,Windows 11,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,,$864.14 
Dell,XPS 17 9720,17 Inches,,2 TB,Intel Core i9,64 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3060,4 GHz,5,"$3,399.99 "
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Lenovo,300e Chromebook 2nd Gen,11.6 Inches,Black,,Celeron,8 GB,Chrome OS,Anti-glare Screen,UHD Graphics 600,Intel UHD Graphics 600,,,$282.67 
Lenovo,Chromebook,11.6 Inches,Black,32 GB,A-Series,4 GB,Chrome OS,Anti-glare,Integrated,,,4.2,$253.46 
Lenovo,ThinkBook 14 G4 IAP,14 Inches,,256 GB,Core i5,16 GB,Windows 11,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,,$965.99 
Dell,G15 5521 Laptop,15.6 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3060,,,"$1,163.99 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Lenovo,ThinkPad X1 Yoga Gen 7,14 Inches,,256 GB,Core i5,16 GB,Windows 11,Information Not Available,Iris Xe Graphics,Intel Iris Xe Graphics,,,"$1,152.45 "
Lenovo,Lenovo Flex 5 2 in 1,14 Inches,,256 GB,Ryzen 3 4300U,4 GB,Windows 10,Dolby,Integrated,Integrated AMD Radeon Graphics,,4.2,$468.00 
ASUS,ROG Strix Scar GL703GE,17.3 Inches,Black,1000 GB,Core i7,16 GB,Windows 10 Home,,Dedicated,NVIDIA GeForce GTX 1050 Ti,,4.3,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Lenovo,ThinkPad P15s Gen 2,15.6 Inches,Black,1 TB,Core i7 Family,32 GB,Windows 10 Pro,Anti-glare Screen,Quadro T500,,,1,"$1,349.99 "
IVIEW,IVIEW MEGATRON 4G,14.1 Inches,Silver,64 GB,Intel Celeron D,4 GB,Windows 10 Pro,,Integrated,Embedded,,3.1,$239.99 
MSI,CPROM15843,15.6 Inches,Black,1 TB,Core i7 Family,16 GB,Windows 11 Pro,,"Integrated, Dedicated",NVIDIA GeForce GTX 1050,,,"$1,246.47 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Dell,Latitude 7420,14 Inches,,,Core i5,16 GB,Windows 10 Pro,Anti Glare,Integrated,Intel Iris Xe Graphics,,,$792.95 
HP,ZBOOK 17 G3,17.3 Inches,Black,1000 GB,Core i7,16 GB,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,,Integrated,Integrated Graphics,,1,$474.98 
Lenovo,300e-convertible,11.6 Inches,Black,64 GB,Celeron N3450,4 GB,Windows 10 Home,,Integrated,Intel HD Graphics 500,,4,$269.99 
acer,Acer Swift,14 Inches,,512 GB,Intel Core i7-1165G7,8 GB,Windows 10,"Backlit Keyboard,Fingerprint Reader",Integrated,Intel Iris Xe Graphics,,2.9,$599.99 
MSI,,15.6 Inches,,,,32 GB,,,,,,,"$1,129.99 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Dell,Latitude 7000,14 Inches,,256 GB,Core i5,16 GB,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,,"$1,359.99 "
Dell,Dell G16 7620,16 Inches,Obsidian Black,1 TB,Intel Core i7,32 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,,"$1,374.98 "
MSI,CreatorPro X17 A12UKS-059,17.3 Inches,Black,1 TB,Core i9,32 GB,Windows 11,,Dedicated,NVIDIA Quadro RTX 3000,,5,"$4,499.00 "
Lenovo,Lenovo Ideapad,15.6 Inches,,256 GB,Core i3,4 GB,Windows 11 Home in S Mode,,Integrated,,2.4 GHz,3.7,$360.00 
Dell,Alienware m18 Laptop,18 Inches,Black,2000 GB,Core i9,64 GB,Windows 11 Pro,,Integrated,NVIDIA GeForce RTX 4080,,,"$3,416.35 "
MSI,,15.6 Inches,,,,32 GB,,,,,3.5 GHz,5,"$1,159.99 "
Dell,Latitude 7320 Detachable 2-in-1,13 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,3,$749.99 
ASUS,E410MA-TB.CL464,14 Inches,,64 GB,Celeron,4 GB,Windows 11 S,,Integrated,Intel UHD Graphics 600,1.1 GHz,4.6,$229.99 
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
HP,HP Stream,11.6 Inches,,32 GB,Others,4 GB,Windows 10,,Integrated,,1 GHz,4.8,$176.24 
Lenovo,Lenovo Ideapad,15.6 Inches,Abyss Blue,256 GB,Core i3-10110U,8 GB,Windows 10,,Integrated,Intel UHD Graphics,,4.5,$400.00 
Toughbook,CF-20 MK1,10.1 Inches,,256 GB,Core M Family,8 GB,Windows 10 Pro,Backlit Keyboard,Integrated,Intel HD Graphics 515,,,$863.99 
Lenovo,ThinkBook 14 Gen 4,14 Inches,Mineral Grey,2 TB,Core i7 Family,16 GB,Windows 11 Pro,Anti-glare,Integrated,,,,"$1,199.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,1000 GB,Core i7,64 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 4050,,,"$2,465.99 "
Dell,Dell Inspiron 15 3525 Laptop,15.6 Inches,Black,2 TB,Ryzen 7,64 GB,Windows 11 Home,,Integrated,AMD Radeon,,4.1,$971.04 
Dell,Latitude 5440,14 Inches,,512 GB,Core i7 Family,32 GB,Windows 11 Pro,"Anti-glare,Backlit Keyboard",Integrated,intel,,,$996.99 
MSI,GL66 12UGKV,15.6 Inches,Core Black,2 TB,Core I7 11800H,64 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Numeric Keypad",Dedicated,,,4.8,"$1,808.99 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
hp,HP Stream,11.6 Inches,White,32 GB,Celeron N4000,4 GB,Windows 10 S,Anti Glare Coating,Integrated,,,4.2,$194.97 
Dell,Latitude 7000,13.3 Inches,Carbon Fiber,512 GB,Core i7,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,,"$1,718.99 "
Dell,Latitude 9000,14 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,"Anti-reflection, Anti-smudge, Corning Gorilla Glass, Anti-glare Screen",Iris Xe Graphics,Intel Iris Xe Graphics,,,"$2,643.99 "
Dell,Latitude,14 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Information Not Available,Integrated,,,,"$1,482.04 "
Dell,Alienware m17 Ryzen Edition R5 Laptop,17.3 Inches,Dark Side of the Moon,2000 GB,AMD Ryzen 7,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070 Ti,,5,"$1,881.99 "
ASUS,TAICHI21,11.6 Inches,Black and silver,128 GB,Core i5-3317U,4 GB,Windows 8,,Integrated,Intel HD Graphics 4000,,3.5,$462.00 
XPG,Xenia 15G,15.6 Inches,,,Core i7,32 GB,Windows 11 Home,Backlit Keyboard,Dedicated,NVIDIA GeForce RTX,,5,"$1,699.99 "
HP,HP Pavilion i7-1065G7 FHD Touch,15.6 Inches,Silver,1 TB,Core i7,12 GB,Windows 10,"Backlit Keyboard,Numeric Keypad",Integrated,,,3.4,$959.99 
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
Dell,KX9W6,13.3 Inches,,512 GB,Intel Core i7,16 GB,Windows 10 Pro,,Integrated,,1.8 GHz,5,"$1,273.99 "
Dell,XPS 9720,17 Inches,Platinum Silver,4 TB,Core i7 Family,64 GB,Windows 10 Pro,"Backlit Kb,Fingerprint",Dedicated,,,,"$3,799.00 "
Lenovo,Lenovo ThinkPad T14 Gen 3,14 Inches,Thunder Balck,4 TB,Core i7 Family,48 GB,Windows 11 Pro,"Fingerprint Reader, HD Audio, TrackPoint, Backlit Keyboard, Anti Glare Coating",Integrated,,,,"$2,179.00 "
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Dell,,15.6 Inches,,2 TB,Core i5,32 GB,Windows 11 Home,,Intel UHD Graphics,Intel UHD Graphics,4.2 GHz,,$620.00 
Dell,Latitude 5530 Laptop,15.6 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,,"$1,009.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Dell,XPS 9315 2-in-1,13 Inches,Platinum Silver,1000 GB,Core i7,16 GB,Windows 11 Home,,Integrated,Intel Integrated Graphics,,,"$1,561.99 "
Dell,Alienware X14 Laptop,14 Inches,Lunar Light,1000 GB,Core i7,12 GB,Windows 11 Home,,Integrated,NVIDIA GeForce RTX 3060,,,"$2,086.99 "
Dell,LATITUDE E6540,15.6 Inches,Silver,500 GB,Core i7,16 GB,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,,Integrated,Integrated Graphics,,,$268.98 
Lenovo,Lenovo IdeaPad 1,14 Inches,,128 MB,,4 GB,Windows,"Anti-glare,Hd Audio",Integrated,Intel UHD Graphics 605,1.1 GHz,4.3,$310.19 
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
Lenovo,Legion 5 Pro,16 Inches,,512 GB,AMD Ryzen 7 5800H,16 GB,Windows 11 Home,,Dedicated,AMD Radeon RTX 3070,3.2 GHz,,"$1,344.99 "
Gigabyte,AORUS 17 XE4-73US514SH,17 Inches,Black,1 TB,Intel Mobile CPU,16 GB,Windows 11 Home,,Dedicated,,,4,"$1,119.99 "
Lenovo,ThinkPad P14s Gen 2,14 Inches,Black,512 GB,Ryzen 7,16 GB,Windows 11 Pro,Anti-glare Screen,Radeon Graphics,,,,"$1,638.95 "
Apple,MacBook Pro,13 Inches,,512 GB,Apple M1,16 GB,macOS 12 Monterey,,Integrated,,3 GHz,1,"$1,657.99 "
Dell,Latitude 9000,14 Inches,Graphite,512 GB,Core i7,16 GB,Windows 10 Pro,"Corning Gorilla Glass 6, Anti-reflection, Anti-smudge",Iris Xe Graphics,,,,"$2,150.88 "
Dell,Latitude 3000,14 Inches,Apollo,256 GB,Intel Core i5-1135G7,8 GB,Windows 10 Pro,,Iris Xe Graphics,Intel Iris Xe Graphics,,1.7,$836.16 
Lenovo,,13.3 Inches,Silver,256 GB,,8 GB,Windows 10,,Integrated,Intel HD Graphics 5300,,3,$724.00 
Dell,Latitude 7410 Laptop,14 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,5,$749.99 
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Dell,Latitude,15.6 Inches,Silver,512 GB,Core i5 Family,32 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,,$953.82 
Lenovo,Yoga C940-14IIL,14 Inches,Gray,512 GB,Core i7-1065G7,8 GB,Windows 10,"Fingerprint Reader,Pen",Integrated,,,4,$899.00 
ASUS,ASUS Rog Strix,15.6 Inches,Electro Punk,512 GB,Corei7-10750H,8 GB,Windows 10,Rgb Backlit Keyboard,Dedicated,,,5,$979.00 
acer,Chromebook 315 CB315-4H,15.6 Inches,Pure Silver,,Celeron,4 GB,Chrome OS,,UHD Graphics,Intel UHD Graphics,1.1 GHz,4.5,$312.99 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Lenovo,Lenovo Slim 3i Chromebook,14 Inches,,,Intel Atom,4 GB,Chrome OS,,Integrated,,,,$333.99 
HP,17-by4013dx,15.6 Inches,,256 GB,Athlon Silver 3050U,8 GB,Windows 11 Home,,Integrated,AMD Radeon Graphics,,4.5,$378.00 
Lenovo,Chromebook Flex 5,13.3 Inches,Graphite Grey,64 GB,Core i3-10110U,4 GB,Chrome OS,"Anti-glare,Backlit Keyboard,Narrow Bezels",Integrated,,,5,$399.00 
Dell,Latitude 5320 2-in-1,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,3.4,"$1,273.99 "
Dell,Latitude 5430 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,5,"$1,227.99 "
ASUS,ASUS Chromebook C423,14 Inches,Silver,32 GB,Celeron,4 GB,Chrome OS,"Anti-glare,Ultra-narrow Bezel",,Intel HD Graphics 500,,4.2,$199.00 
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
ASUS,P1512CEA-XS51,15.6 Inches,,256 GB,Core i5 Family,8 GB,Windows 11 Pro,,Integrated,,2.4,,$619.71 
Lenovo,T450,14 Inches,,256 GB,Core i5 5300U,16 GB,Windows 10 Home,Speakers,Integrated,Intel HD 5500,,5,$139.98 
Dell,xps 15 7590,15.6 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,"Anti-glare,Backlit Keyboard,Fingerprint Reader",NVIDIA GeForce GTX 1650 4GB,Dedicated,,3.5,$979.00 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
HP,,15.6 Inches,,512 GB,,,,,,Intel Iris,,5,$930.00 
Lenovo,ThinkPad T15g Gen 2,15.6 Inches,Black,1 TB,Core i9,32 GB,Windows 10 Pro,,GeForce RTX 3080,NVIDIA GeForce RTX 3080,,4.5,"$4,119.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Dell,XPS 9320 Laptop,13.4 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,"$1,273.99 "
Dell,Precision 3000,15.6 Inches,Titan Gray,512 GB,Core i7,16 GB,Windows 10 Pro,Anti-glare Screen,T550,,,,"$1,723.77 "
Lenovo,Lenovo Thinkpad,14 Inches,,256 GB,Core i5,8 GB,Windows 11,,Integrated,Intel HD Graphics 520,2.4 GHz,,$653.99 
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
HP,ZBook Firefly 16 G9,16 Inches,,512 GB,Core i7,32 GB,Windows 11 Pro,Anti-glare Screen,"T500,Iris Xe Graphics",NVIDIA Intel T500 Iris Xe Graphics,,,"$1,973.99 "
Dell,Precision 7770,17.3 Inches,,512 GB,Core i7 Family,64 GB,Windows 11 Pro,Anti-glare,Dedicated,NVIDIA RTX A4500 16GB GDDR6 (4DP),,,"$3,915.99 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
Panasonic,Panasonic Toughbook,13.1 Inches,silver/black,250 GB,Core i5,4 GB,Windows 7,Water Proof,Integrated,,,2.7,$299.95 
acer,Chromebook,15.6 Inches,Black,,Celeron 3205U,4 GB,Chrome OS,,Integrated,Intel HD Graphics,1.5 GHz,3.6,$93.99 
Dell,i3500-7722BLK-PUS,15.6 Inches,Black,512 GB,Corei7-10750H,16 GB,Windows 10 Home,Anti-glare,NVIDIA GeForce RTX2060,,,4.3,"$1,699.00 "
